Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Frequency,Frequency_Percent,Loyalty_Card_Tenure,Organics_Purchase_Count,Organics_Purchase_Indicator,Total_Spend
24579106,F,South East,Tin,53.0,F,London,7,66,1,0.00%,5,1,1,0.01
24581003,M,Scottish,Gold,10.0,B,C Scotland,8,65,1,0.00%,2,0,0,6000.0
24593702,F,South East,Tin,34.0,D,S & S East,7,44,1,0.00%,5,0,0,0.01
24603619,M,North,Silver,12.0,B,Yorkshire,8,53,1,0.00%,3,0,0,3000.0
24604976,M,Midlands,Gold,37.0,E,Wales & West,9,67,1,0.00%,5,0,0,8000.0
24612200,F,North,Gold,12.0,B,N West,13,72,1,0.00%,2,0,0,6000.0
24613797,U,Midlands,Gold,30.0,D,Wales & West,8,61,1,0.00%,2,0,0,6000.0
24653012,M,Midlands,Tin,28.0,D,Midlands,11,29,1,0.00%,4,0,0,0.01
24653187,F,North,Gold,30.0,D,Yorkshire,5,47,1,0.00%,1,0,0,8405.0
24656321,F,South East,Silver,52.0,F,London,5,22,1,0.00%,3,0,0,278.78
24661112,U,South East,Tin,32.0,D,S & S East,10,53,1,0.00%,8,0,0,0.01
24663905,F,Midlands,Silver,12.0,B,Midlands,9,39,1,0.00%,5,0,0,1000.0
24666033,U,South West,Tin,37.0,E,S West,4,56,1,0.00%,6,0,0,0.01
24669628,U,Midlands,Silver,35.0,D,Midlands,8,51,1,0.00%,9,0,0,503.59
24671614,F,North,Tin,53.0,F,N West,12,40,1,0.00%,4,0,0,0.01
24678139,F,South East,Silver,28.0,D,S & S East,16,42,1,0.00%,10,1,1,50.0
24683485,F,North,Tin,37.0,E,N West,6,47,1,0.00%,4,0,0,0.01
24690805,M,South East,Gold,8.0,B,London,7,67,1,0.00%,8,0,0,7910.92
24700452,U,Scottish,Gold,51.0,F,C Scotland,8,67,1,0.00%,18,0,0,7567.91
24711705,F,Midlands,Silver,5.0,B,East,4,48,1,0.00%,8,0,0,4000.0
24717215,F,South East,Gold,4.0,A,London,7,48,1,0.00%,18,0,0,15500.0
24724610,F,Midlands,Gold,35.0,D,East,4,56,1,0.00%,6,0,0,6107.64
24727849,M,South East,Platinum,3.0,A,London,7,40,1,0.00%,7,1,1,22200.0
24728322,F,South West,Gold,53.0,F,S West,11,78,1,0.00%,1,1,1,6000.0
24734195,M,South East,Tin,34.0,D,S & S East,3,46,1,0.00%,5,0,0,0.01
24740225,M,South West,Silver,16.0,C,S West,16,34,1,0.00%,12,2,1,1000.0
24742112,F,Midlands,Silver,30.0,D,Wales & West,2,51,1,0.00%,11,0,0,3600.0
24756652,F,South East,Gold,35.0,D,London,10,50,1,0.00%,2,0,0,6000.0
24760714,F,North,Tin,15.0,B,N West,12,36,1,0.00%,5,1,1,0.01
24761559,F,South East,Silver,24.0,C,S & S East,10,22,1,0.00%,1,1,1,4257.16
24766461,F,Midlands,Gold,20.0,C,East,8,56,1,0.00%,8,0,0,12000.0
24773131,F,Midlands,Tin,14.0,B,Midlands,10,66,1,0.00%,12,0,0,0.01
24773999,F,South East,Silver,44.0,E,London,9,34,1,0.00%,4,2,1,4420.0
24782998,F,South East,Platinum,4.0,A,London,12,62,1,0.00%,3,0,0,20531.54
24799440,F,North,Gold,25.0,C,N East,10,52,1,0.00%,2,0,0,8000.0
24804959,F,Midlands,Silver,28.0,D,Midlands,4,51,1,0.00%,2,0,0,35.0
24805815,F,South East,Tin,17.0,C,London,6,36,1,0.00%,4,0,0,0.01
24808318,M,South East,Gold,27.0,D,S & S East,10,77,1,0.00%,4,0,0,6000.0
24819719,M,North,Tin,53.0,F,N West,8,51,1,0.00%,5,0,0,0.01
24831824,F,South East,Tin,13.0,B,S & S East,8,31,1,0.00%,7,1,1,0.01
24833398,F,North,Silver,8.0,B,N West,14,59,1,0.00%,8,1,1,2000.0
24844780,F,Midlands,Silver,51.0,F,Midlands,7,55,1,0.00%,4,0,0,3000.0
24849898,F,Midlands,Silver,25.0,C,Midlands,12,77,1,0.00%,6,0,0,3000.0
24850586,F,South West,Tin,53.0,F,S West,7,30,1,0.00%,5,0,0,0.01
24864110,F,South East,Silver,27.0,D,London,15,42,1,0.00%,1,2,1,2000.0
24866202,F,Midlands,Silver,47.0,F,Midlands,7,49,1,0.00%,9,0,0,500.0
24877220,M,Scottish,Gold,52.0,F,N Scot,8,63,1,0.00%,4,0,0,10000.0
24881597,M,South West,Silver,51.0,F,S West,11,32,1,0.00%,4,0,0,420.0
24886149,F,South East,Tin,4.0,A,London,16,33,1,0.00%,7,0,0,0.01
24886831,F,South East,Tin,22.0,C,London,8,32,1,0.00%,4,1,1,0.01
24892491,F,South East,Tin,34.0,D,London,10,44,1,0.00%,5,0,0,0.01
24907553,M,Midlands,Silver,33.0,D,Wales & West,5,66,1,0.00%,4,0,0,3000.0
24910961,M,South East,Silver,18.0,C,London,8,73,1,0.00%,25,0,0,1241.34
24911585,M,South East,Silver,24.0,C,S & S East,6,54,1,0.00%,8,0,0,3000.0
24921661,F,South East,Gold,8.0,B,London,10,63,1,0.00%,3,0,0,6000.0
24936537,M,Scottish,Silver,3.0,A,C Scotland,13,51,1,0.00%,12,0,0,3000.0
24939331,M,South East,Silver,29.0,D,London,14,55,1,0.00%,11,0,0,300.0
24944823,F,South East,Tin,31.0,D,London,11,42,1,0.00%,9,1,1,0.01
24945617,F,North,Silver,52.0,F,N West,8,60,1,0.00%,1,0,0,1000.0
24952699,M,South East,Tin,12.0,B,London,15,57,1,0.00%,8,0,0,0.01
24952869,F,South East,Gold,27.0,D,London,10,67,1,0.00%,29,1,1,12000.0
24956589,F,South East,Silver,14.0,B,London,9,51,1,0.00%,4,0,0,4800.0
24958298,F,Midlands,Gold,25.0,C,East,11,66,1,0.00%,8,0,0,5000.01
24968897,F,North,Gold,32.0,D,N West,11,62,1,0.00%,5,1,1,6000.0
24978663,M,South East,Gold,6.0,B,S & S East,6,68,1,0.00%,3,0,0,10000.0
24988073,M,Midlands,Silver,34.0,D,East,11,43,1,0.00%,8,0,0,300.0
24990582,F,South East,Tin,40.0,E,London,9,39,1,0.00%,8,1,1,0.01
24995746,F,North,Tin,8.0,B,N East,13,64,1,0.00%,5,1,1,0.01
24995878,F,North,Gold,1.0,A,N West,6,61,1,0.00%,17,0,0,6000.0
24999911,F,Scottish,Tin,47.0,F,C Scotland,11,35,1,0.00%,9,1,1,0.01
25001809,F,South East,Tin,44.0,E,London,9,51,1,0.00%,5,0,0,0.01
25014854,F,South East,Platinum,2.0,A,London,11,59,1,0.00%,3,0,0,20219.71
25020412,F,South East,Gold,20.0,C,London,3,68,1,0.00%,7,0,0,11000.0
25023497,M,Midlands,Silver,51.0,F,East,8,65,1,0.00%,3,0,0,5000.0
25031171,M,Midlands,Silver,32.0,D,Wales & West,7,45,1,0.00%,4,0,0,150.01
25047167,M,South East,Silver,25.0,C,London,6,66,1,0.00%,4,0,0,3000.0
25048643,F,North,Silver,19.0,C,N West,8,46,1,0.00%,6,2,1,2200.0
25050168,F,South East,Silver,21.0,C,London,18,30,1,0.00%,8,2,1,1000.0
25055712,M,Midlands,Gold,8.0,B,Wales & West,5,47,1,0.00%,5,0,0,6000.0
25057693,F,Midlands,Tin,44.0,E,Midlands,10,31,1,0.00%,5,0,0,0.01
25063952,F,North,Gold,23.0,C,Yorkshire,13,76,1,0.00%,2,1,1,6000.0
25070398,F,Midlands,Gold,28.0,D,Midlands,10,79,1,0.00%,1,0,0,6000.0
25085603,F,Midlands,Silver,53.0,F,East,8,72,1,0.00%,9,0,0,250.0
25089935,F,South East,Silver,5.0,B,S & S East,7,74,1,0.00%,11,1,1,3000.0
25096001,F,South East,Tin,38.0,E,S & S East,10,33,1,0.00%,9,0,0,0.01
25097555,F,South East,Tin,26.0,C,London,4,52,1,0.00%,4,0,0,0.01
25100394,M,North,Gold,23.0,C,Yorkshire,14,76,1,0.00%,8,0,0,8700.0
25109561,F,Scottish,Silver,51.0,F,C Scotland,9,38,1,0.00%,1,0,0,2500.0
25116932,F,North,Tin,51.0,F,N West,7,51,1,0.00%,4,0,0,0.01
25120514,F,Midlands,Gold,41.0,E,Midlands,11,67,1,0.00%,2,1,1,6000.0
25127047,U,Midlands,Tin,52.0,F,Midlands,9,39,1,0.00%,8,0,0,0.01
25132482,F,North,Silver,32.0,D,N West,7,54,1,0.00%,2,0,0,3500.0
25132776,F,South East,Tin,53.0,F,London,12,26,1,0.00%,5,1,1,0.01
25139347,F,North,Silver,22.0,C,Yorkshire,10,55,1,0.00%,8,0,0,3000.0
25140280,F,South East,Tin,9.0,B,London,6,43,1,0.00%,5,0,0,0.01
25149652,F,Midlands,Gold,12.0,B,Wales & West,8,50,1,0.00%,3,0,0,17000.0
25157345,M,South East,Gold,20.0,C,S & S East,8,67,1,0.00%,6,0,0,18053.35
25160532,F,South East,Tin,4.0,A,London,10,40,1,0.00%,8,1,1,0.01
25167537,F,South East,Silver,31.0,D,London,7,77,1,0.00%,19,0,0,3000.0
25170929,U,South East,Silver,34.0,D,S & S East,4,60,1,0.00%,8,0,0,4000.0
25192396,F,South East,Gold,8.0,B,S & S East,7,67,1,0.00%,8,0,0,10800.0
25199005,F,South East,Tin,28.0,D,S & S East,7,55,1,0.00%,9,1,1,0.01
25201409,F,South East,Silver,25.0,C,London,10,74,1,0.00%,7,0,0,4000.01
25202731,F,Scottish,Tin,45.0,E,N Scot,13,63,1,0.00%,5,0,0,0.01
25203711,F,North,Gold,46.0,F,N East,9,49,1,0.00%,3,0,0,8000.0
25206362,F,Midlands,Silver,19.0,C,Midlands,6,70,1,0.00%,9,0,0,3000.0
25207830,F,South West,Gold,15.0,B,S West,3,73,1,0.00%,5,0,0,6000.0
25208101,U,South East,Tin,19.0,C,London,4,45,1,0.00%,8,0,0,0.01
25208446,F,Midlands,Gold,41.0,E,Wales & West,8,66,1,0.00%,4,0,0,10000.0
25220446,F,Midlands,Tin,28.0,D,Wales & West,13,53,1,0.00%,10,2,1,0.01
25222171,F,Midlands,Silver,28.0,D,Midlands,9,46,1,0.00%,10,0,0,50.0
25224972,F,North,Gold,54.0,F,N East,5,60,1,0.00%,1,1,1,12000.0
25225340,U,Midlands,Silver,16.0,C,East,8,64,1,0.00%,5,0,0,1000.0
25234439,F,South East,Gold,21.0,C,London,9,48,1,0.00%,8,0,0,12000.0
25236644,F,Midlands,Silver,27.0,D,Midlands,11,32,1,0.00%,4,1,1,2920.0
25246283,M,South East,Silver,7.0,B,London,6,48,1,0.00%,8,0,0,120.5
25247956,F,North,Gold,14.0,B,Yorkshire,8,52,1,0.00%,6,0,0,12106.7
25269488,M,South East,Silver,14.0,B,London,6,32,1,0.00%,8,1,1,3000.0
25276352,U,Midlands,Gold,35.0,D,East,11,61,1,0.00%,2,0,0,6000.0
25281054,F,North,Gold,11.0,B,Yorkshire,9,70,1,0.00%,8,0,0,12000.0
25281704,M,South East,Tin,31.0,D,London,5,38,1,0.00%,8,0,0,0.01
25289861,F,Scottish,Tin,40.0,E,C Scotland,6,40,1,0.00%,5,0,0,0.01
25290533,M,South East,Tin,19.0,C,S & S East,13,50,1,0.00%,8,2,1,0.01
25292854,F,South East,Silver,4.0,A,London,15,22,1,0.00%,3,1,1,1000.0
25293141,F,North,Gold,22.0,C,N East,5,57,1,0.00%,3,0,0,6000.0
25296221,F,Midlands,Gold,8.0,B,Midlands,8,78,1,0.00%,8,0,0,12000.0
25302078,M,Midlands,Tin,18.0,C,Midlands,13,40,1,0.00%,4,1,1,0.01
25320254,F,South East,Gold,18.0,C,London,11,52,1,0.00%,5,1,1,6200.0
25320807,F,Midlands,Silver,52.0,F,East,13,70,1,0.00%,1,1,1,3000.0
25322486,F,South East,Gold,23.0,C,S & S East,4,47,1,0.00%,8,0,0,8800.0
25328638,F,Midlands,Gold,52.0,F,Midlands,6,72,1,0.00%,21,0,0,10000.0
25330357,F,North,Tin,47.0,F,Yorkshire,6,45,1,0.00%,8,0,0,0.01
25331507,M,North,Gold,2.0,A,N West,4,69,1,0.00%,2,0,0,6000.0
25335979,F,South East,Gold,4.0,A,London,9,67,1,0.00%,2,0,0,6000.0
25339095,F,South East,Silver,23.0,C,London,6,65,1,0.00%,31,0,0,1177.7
25340557,M,North,Gold,23.0,C,N East,13,62,1,0.00%,1,0,0,6000.0
25342436,M,Midlands,Silver,12.0,B,Midlands,10,68,1,0.00%,4,0,0,1000.0
25343300,F,North,Silver,14.0,B,Yorkshire,7,37,1,0.00%,2,1,1,5000.0
25348191,M,South East,Gold,4.0,A,London,4,52,1,0.00%,8,0,0,6105.32
25373021,F,South West,Gold,25.0,C,S West,6,74,1,0.00%,14,1,1,6035.53
25373595,F,South East,Silver,51.0,F,London,8,32,1,0.00%,1,0,0,520.0
25385119,F,South East,Tin,22.0,C,London,8,42,1,0.00%,7,0,0,0.01
25389114,M,North,Gold,8.0,B,Yorkshire,7,79,1,0.00%,7,0,0,6053.35
25398113,F,South East,Gold,9.0,B,London,7,34,1,0.00%,2,0,0,6000.0
25398415,F,South West,Gold,28.0,D,S West,8,37,1,0.00%,11,0,0,12000.0
25399365,U,South West,Silver,52.0,F,S West,9,48,1,0.00%,5,0,0,4000.0
25403133,F,South East,Tin,26.0,C,London,3,32,1,0.00%,5,1,1,0.01
25408836,F,South East,Gold,5.0,B,S & S East,10,44,1,0.00%,6,1,1,6000.0
25412922,U,North,Tin,53.0,F,Yorkshire,8,47,1,0.00%,5,0,0,0.01
25413376,F,Midlands,Silver,24.0,C,Midlands,12,64,1,0.00%,5,0,0,1070.0
25416081,M,North,Silver,53.0,F,N West,8,39,1,0.00%,7,1,1,50.0
25423266,F,Scottish,Tin,50.0,F,N Scot,10,43,1,0.00%,5,1,1,0.01
25437321,F,South East,Silver,44.0,E,London,10,44,1,0.00%,1,1,1,600.0
25443720,F,Midlands,Silver,35.0,D,Wales & West,11,53,1,0.00%,5,0,0,1500.0
25462725,F,Midlands,Gold,38.0,E,Wales & West,8,45,1,0.00%,8,0,0,13000.0
25470892,F,Scottish,Tin,25.0,C,Border,12,34,1,0.00%,5,1,1,0.01
25472631,U,North,Platinum,37.0,E,N West,8,69,1,0.00%,3,0,0,20483.22
25476386,U,North,Tin,25.0,C,N West,5,48,1,0.00%,7,0,0,0.01
25480588,F,North,Silver,10.0,B,N West,9,54,1,0.00%,2,0,0,2500.0
25482246,F,North,Tin,5.0,B,Yorkshire,9,47,1,0.00%,9,0,0,0.01
25489216,F,North,Silver,27.0,D,N East,9,72,1,0.00%,6,1,1,500.0
25494139,M,South East,Tin,33.0,D,S & S East,9,48,1,0.00%,6,0,0,0.01
25496743,M,South East,Gold,36.0,E,London,11,33,1,0.00%,1,1,1,6000.0
25499068,F,South East,Gold,27.0,D,London,5,49,1,0.00%,7,0,0,16105.32
25515128,M,South East,Silver,20.0,C,London,4,56,1,0.00%,9,0,0,1000.0
25518046,U,South East,Tin,12.0,B,London,7,43,1,0.00%,5,0,0,0.01
25519484,F,North,Silver,44.0,E,N West,9,55,1,0.00%,4,0,0,420.0
25519905,M,North,Silver,4.0,A,N West,9,68,1,0.00%,8,0,0,2500.0
25528041,F,South East,Gold,13.0,B,S & S East,9,47,1,0.00%,1,0,0,10000.0
25531719,F,South East,Platinum,1.0,A,London,8,68,1,0.00%,3,0,0,20039.88
25535412,F,South East,Silver,1.0,A,London,12,79,1,0.00%,0,0,0,600.0
25539604,F,North,Silver,8.0,B,Yorkshire,9,61,1,0.00%,19,0,0,4500.0
25550071,M,South East,Tin,12.0,B,London,22,35,1,0.00%,8,2,1,0.01
25550861,F,South East,Silver,34.0,D,London,18,49,1,0.00%,4,2,1,2000.0
25553801,F,North,Tin,47.0,F,Yorkshire,9,48,1,0.00%,5,0,0,0.01
25559362,F,South East,Platinum,41.0,E,London,9,68,1,0.00%,3,0,0,20728.91
25560778,F,South West,Gold,30.0,D,S West,6,70,1,0.00%,4,0,0,15286.86
25574191,M,Midlands,Silver,41.0,E,Midlands,6,63,1,0.00%,9,0,0,5000.0
25575864,F,South East,Silver,5.0,B,S & S East,5,61,1,0.00%,4,0,0,3000.0
25577883,M,Midlands,Gold,1.0,A,East,10,74,1,0.00%,14,0,0,7553.35
25578561,U,South East,Tin,21.0,C,London,10,72,1,0.00%,6,0,0,0.01
25585649,M,South East,Tin,34.0,D,S & S East,12,49,1,0.00%,5,0,0,0.01
25594125,F,South East,Gold,8.0,B,S & S East,12,75,1,0.00%,3,1,1,18781.01
25599909,F,North,Silver,20.0,C,Yorkshire,12,47,1,0.00%,5,0,0,1800.0
25611585,F,Midlands,Tin,34.0,D,East,11,46,1,0.00%,9,1,1,0.01
25615580,M,South East,Silver,50.0,F,London,9,48,1,0.00%,11,0,0,3000.0
25618202,F,South East,Tin,23.0,C,S & S East,19,43,1,0.00%,5,2,1,0.01
25632132,F,North,Silver,37.0,E,N West,8,58,1,0.00%,5,1,1,3000.0
25634623,F,Midlands,Silver,46.0,F,Midlands,6,32,1,0.00%,6,1,1,5000.0
25651099,F,Midlands,Gold,9.0,B,Midlands,9,69,1,0.00%,1,1,1,19000.0
25667254,F,South East,Silver,19.0,C,London,7,55,1,0.00%,9,0,0,500.0
25669044,F,South East,Tin,22.0,C,London,8,56,1,0.00%,9,0,0,0.01
25671219,F,South East,Tin,25.0,C,London,4,31,1,0.00%,8,1,1,0.01
25672843,U,South East,Gold,21.0,C,London,12,59,1,0.00%,3,0,0,6000.0
25678027,F,South East,Silver,18.0,C,London,6,76,1,0.00%,11,1,1,1420.0
25683802,M,South East,Tin,41.0,E,London,6,58,1,0.00%,9,0,0,0.01
25699628,M,South East,Tin,51.0,F,London,8,33,1,0.00%,5,0,0,0.01
25700375,F,Midlands,Platinum,24.0,C,Wales & West,6,65,1,0.00%,3,0,0,29758.93
25710699,F,South East,Gold,9.0,B,London,7,69,1,0.00%,14,0,0,9600.0
25718819,U,South West,Tin,27.0,D,S West,8,55,1,0.00%,10,0,0,0.01
25729942,M,South East,Silver,27.0,D,S & S East,8,42,1,0.00%,9,0,0,1000.01
25731939,F,South East,Tin,32.0,D,London,13,51,1,0.00%,5,0,0,0.01
25732706,F,South East,Tin,27.0,D,London,8,45,1,0.00%,5,0,0,0.01
25734490,U,South West,Silver,33.0,D,S West,6,34,1,0.00%,2,0,0,1000.0
25739158,U,Midlands,Gold,41.0,E,Midlands,6,79,1,0.00%,12,0,0,6000.0
25746294,F,North,Silver,36.0,E,N West,14,66,1,0.00%,11,0,0,2380.0
25748491,F,South East,Silver,2.0,A,London,4,54,1,0.00%,4,0,0,600.0
25752626,F,North,Silver,52.0,F,N West,9,53,1,0.00%,4,0,0,5000.0
25756249,F,South East,Tin,17.0,C,London,14,33,1,0.00%,4,1,1,0.01
25758101,F,North,Tin,28.0,D,N West,5,44,1,0.00%,4,0,0,0.01
25769456,M,South East,Silver,8.0,B,London,9,43,1,0.00%,8,1,1,2000.0
25771388,F,North,Silver,52.0,F,N East,12,67,1,0.00%,13,1,1,2052.57
25774611,F,North,Silver,51.0,F,Yorkshire,10,75,1,0.00%,12,0,0,3000.0
25784897,F,Midlands,Gold,15.0,B,East,10,62,1,0.00%,6,0,0,7000.0
25796070,F,Midlands,Gold,8.0,B,Midlands,16,32,1,0.00%,1,1,1,8000.0
25799703,F,Midlands,Silver,12.0,B,Wales & West,8,55,1,0.00%,5,1,1,2000.0
25803328,M,North,Tin,35.0,D,N West,7,38,1,0.00%,8,1,1,0.01
25813528,M,North,Tin,25.0,C,Yorkshire,7,42,1,0.00%,4,1,1,0.01
25827634,F,South East,Gold,6.0,B,S & S East,7,76,1,0.00%,5,1,1,10000.0
25833510,F,South East,Gold,16.0,C,London,9,62,1,0.00%,4,0,0,5634.13
25841114,F,South East,Gold,25.0,C,London,9,50,1,0.00%,1,1,1,6000.0
25843737,F,North,Silver,1.0,A,N West,10,73,1,0.00%,1,1,1,4000.0
25846329,M,South East,Silver,27.0,D,London,6,40,1,0.00%,9,0,0,3000.0
25846752,U,South East,Tin,30.0,D,S & S East,7,59,1,0.00%,5,0,0,0.01
25867830,U,South East,Tin,25.0,C,London,5,54,1,0.00%,15,0,0,0.01
25869582,U,South East,Tin,44.0,E,London,12,58,1,0.00%,8,0,0,0.01
25877933,F,South East,Silver,21.0,C,London,12,59,1,0.00%,8,0,0,5000.0
25879359,F,North,Tin,51.0,F,Yorkshire,12,38,1,0.00%,5,1,1,0.01
25884840,F,North,Tin,1.0,A,N West,11,67,1,0.00%,7,0,0,0.01
25886789,M,Scottish,Silver,38.0,E,C Scotland,12,49,1,0.00%,10,0,0,2800.0
25888463,F,Midlands,Platinum,33.0,D,Wales & West,8,63,1,0.00%,3,0,0,20278.54
25889311,M,South East,Gold,9.0,B,London,11,78,1,0.00%,17,0,0,5800.0
25893394,F,North,Gold,16.0,C,N West,10,73,1,0.00%,6,0,0,13624.29
25895524,M,South East,Gold,18.0,C,London,8,46,1,0.00%,7,0,0,18053.35
25926012,F,South East,Gold,6.0,B,S & S East,13,64,1,0.00%,4,0,0,12000.0
25931490,F,Midlands,Tin,23.0,C,Midlands,15,50,1,0.00%,5,2,1,0.01
25932721,F,Midlands,Tin,27.0,D,East,7,68,1,0.00%,4,0,0,0.01
25958747,F,South East,Tin,44.0,E,London,7,62,1,0.00%,9,0,0,0.01
25962914,F,Midlands,Gold,37.0,E,Midlands,4,52,1,0.00%,4,0,0,10000.0
25969374,F,Scottish,Gold,10.0,B,C Scotland,7,68,1,0.00%,5,0,0,6000.0
25969706,F,South East,Gold,17.0,C,London,8,60,1,0.00%,8,0,0,10905.32
25973991,M,South East,Silver,21.0,C,London,8,33,1,0.00%,3,0,0,2500.0
25974130,M,South East,Gold,4.0,A,London,9,58,1,0.00%,26,0,0,12000.0
25974696,F,South East,Gold,27.0,D,London,7,56,1,0.00%,8,0,0,12053.37
25976303,F,Midlands,Tin,47.0,F,Midlands,7,43,1,0.00%,.,0,0,0.01
25977210,M,Midlands,Silver,23.0,C,East,13,60,1,0.00%,11,0,0,1200.0
25979981,F,South East,Gold,19.0,C,S & S East,9,37,1,0.00%,9,1,1,6000.0
25981277,U,Midlands,Gold,19.0,C,Midlands,10,66,1,0.00%,3,0,0,16080.88
25988921,F,South East,Gold,7.0,B,London,10,79,1,0.00%,26,1,1,12000.0
25989413,F,Midlands,Gold,8.0,B,East,8,62,1,0.00%,8,0,0,18000.0
26000881,F,Midlands,Silver,49.0,F,Wales & West,9,68,1,0.00%,11,0,0,3000.0
26002922,F,North,Silver,35.0,D,Yorkshire,14,63,1,0.00%,8,1,1,360.0
26007002,F,Scottish,Gold,52.0,F,C Scotland,12,65,1,0.00%,15,0,0,18730.85
26011603,F,South East,Gold,16.0,C,S & S East,5,71,1,0.00%,1,0,0,6000.0
26019256,M,Midlands,Gold,14.0,B,Wales & West,11,64,1,0.00%,5,0,0,6000.0
26023768,F,South East,Silver,35.0,D,London,7,50,1,0.00%,.,1,1,1000.0
26023962,F,South East,Tin,32.0,D,London,7,71,1,0.00%,18,0,0,0.01
26024381,M,Midlands,Silver,8.0,B,Wales & West,9,67,1,0.00%,5,0,0,4000.0
26026031,F,North,Gold,23.0,C,Yorkshire,5,60,1,0.00%,3,1,1,12000.0
26027682,F,Midlands,Tin,25.0,C,Midlands,10,65,1,0.00%,8,0,0,0.01
26032430,F,South East,Silver,4.0,A,London,12,53,1,0.00%,11,0,0,300.0
26033321,F,South East,Silver,34.0,D,S & S East,7,40,1,0.00%,5,0,0,420.0
26038684,F,Scottish,Silver,52.0,F,C Scotland,4,36,1,0.00%,7,1,1,4000.0
26039575,M,South East,Silver,4.0,A,London,10,37,1,0.00%,4,0,0,1000.0
26041456,F,Midlands,Platinum,14.0,B,Midlands,11,50,1,0.00%,1,0,0,50000.0
26052865,M,Midlands,Silver,41.0,E,East,7,51,1,0.00%,6,0,0,2500.0
26056380,U,Midlands,Gold,37.0,E,Midlands,9,65,1,0.00%,7,0,0,6107.64
26060272,M,South East,Tin,16.0,C,London,9,47,1,0.00%,4,0,0,0.01
26069466,F,South East,Gold,22.0,C,London,12,65,1,0.00%,4,0,0,6053.34
26071231,F,North,Tin,52.0,F,Yorkshire,6,35,1,0.00%,5,0,0,0.01
26078368,F,South East,Silver,12.0,B,London,10,53,1,0.00%,8,1,1,600.0
26084147,F,South East,Silver,14.0,B,London,9,58,1,0.00%,5,0,0,3000.0
26087227,F,South East,Tin,50.0,F,London,8,43,1,0.00%,8,0,0,0.01
26088304,F,Midlands,Silver,44.0,E,Midlands,10,67,1,0.00%,11,0,0,1036.06
26099934,U,South East,Platinum,30.0,D,S & S East,9,71,1,0.00%,4,0,0,55000.0
26102803,U,South East,Gold,28.0,D,S & S East,9,66,1,0.00%,5,0,0,6000.0
26103052,F,Midlands,Tin,30.0,D,Wales & West,8,49,1,0.00%,9,0,0,0.01
26103230,F,North,Silver,38.0,E,Yorkshire,10,49,1,0.00%,8,0,0,540.0
26104644,F,South East,Tin,27.0,D,London,19,46,1,0.00%,7,2,1,0.01
26106531,M,South West,Silver,47.0,F,S West,7,53,1,0.00%,4,1,1,2000.0
26110210,F,North,Gold,12.0,B,N East,8,37,1,0.00%,2,0,0,6000.0
26121611,M,North,Tin,49.0,F,N West,4,48,1,0.00%,5,1,1,0.01
26122316,F,Scottish,Tin,40.0,E,C Scotland,10,36,1,0.00%,5,1,1,0.01
26125358,F,South East,Tin,53.0,F,S & S East,11,51,1,0.00%,8,0,0,0.01
26127237,F,South East,Silver,51.0,F,S & S East,9,44,1,0.00%,3,1,1,241.46
26127717,U,South East,Gold,49.0,F,London,7,51,1,0.00%,5,0,0,9089.69
26130378,M,Midlands,Gold,45.0,E,Midlands,13,51,1,0.00%,7,0,0,15000.0
26133423,F,Midlands,Gold,4.0,A,Wales & West,13,66,1,0.00%,1,0,0,6000.0
26135183,F,South West,Silver,30.0,D,S West,9,76,1,0.00%,5,0,0,3000.0
26135825,F,South East,Silver,38.0,E,S & S East,10,51,1,0.00%,12,0,0,480.0
26136163,M,Scottish,Gold,35.0,D,C Scotland,10,77,1,0.00%,6,1,1,12053.35
26140608,M,Midlands,Silver,37.0,E,Midlands,7,63,1,0.00%,1,0,0,1500.0
26141116,M,South East,Silver,12.0,B,London,4,66,1,0.00%,8,0,0,3000.0
26143275,M,South East,Gold,48.0,F,London,6,59,1,0.00%,7,0,0,6053.35
26146266,U,South East,Silver,1.0,A,S & S East,7,62,1,0.00%,6,0,0,970.0
26150662,U,South East,Silver,48.0,F,London,11,48,1,0.00%,9,0,0,1000.0
26157365,F,South East,Gold,8.0,B,S & S East,6,73,1,0.00%,13,0,0,6000.0
26157772,F,North,Tin,25.0,C,N East,8,29,1,0.00%,5,1,1,0.01
26159740,U,North,Silver,14.0,B,N West,12,56,1,0.00%,12,0,0,38.63
26160242,M,Midlands,Silver,32.0,D,East,6,49,1,0.00%,5,0,0,1500.0
26168065,F,North,Tin,37.0,E,N West,7,50,1,0.00%,4,0,0,0.01
26173069,M,Midlands,Tin,28.0,D,Midlands,5,65,1,0.00%,8,0,0,0.01
26177773,F,Midlands,Gold,18.0,C,Midlands,8,59,1,0.00%,5,0,0,6053.35
26191741,M,South East,Gold,38.0,E,London,5,50,1,0.00%,2,0,0,6000.0
26196220,F,South East,Tin,14.0,B,S & S East,11,66,1,0.00%,8,0,0,0.01
26197723,F,Midlands,Silver,20.0,C,Wales & West,16,65,1,0.00%,5,1,1,5000.0
26200015,M,North,Silver,32.0,D,N West,6,56,1,0.00%,5,0,0,1500.0
26218410,F,North,Gold,52.0,F,N West,11,63,1,0.00%,5,0,0,6000.0
26218925,M,North,Gold,18.0,C,N West,11,65,1,0.00%,3,0,0,9000.0
